                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1538,                 4.7421,                  1.169,                0.00547,                0.30657,                 0.0684,                0.02976,                 1.9132,                 5.0914,                 1.1087,             0.00065574,             0.00065574,             0.00065574
                      2,                 1.9529,                 2.9035,                 1.0938,                0.39193,                0.29561,                0.18314,                0.07531,                  2.049,                 3.1487,                 1.2364,              0.0013191,              0.0013191,              0.0013191
                      3,                 1.9138,                 2.2431,                 1.1162,                0.57641,                0.54463,                0.56502,                0.24875,                 1.9537,                 1.8797,                 1.2268,              0.0019792,              0.0019792,              0.0019792
                      4,                 1.9314,                 1.8953,                 1.1339,                0.63388,                0.51338,                0.50158,                0.18025,                 2.1347,                  2.062,                 1.2838,              0.0019852,              0.0019852,              0.0019852
                      5,                 1.8745,                  1.586,                 1.1129,                0.49073,                0.57543,                0.48173,                0.20979,                 2.1038,                 2.1077,                 1.3736,              0.0019852,              0.0019852,              0.0019852
                      6,                 1.8231,                 1.4388,                 1.0771,                0.71885,                0.63017,                0.68097,                0.29761,                 1.9373,                 1.4102,                 1.2001,              0.0019802,              0.0019802,              0.0019802
                      7,                 1.8332,                 1.4136,                 1.0714,                0.64622,                0.52798,                 0.5243,                0.23347,                 1.8959,                 1.9217,                 1.1975,              0.0019753,              0.0019753,              0.0019753
                      8,                 1.7989,                 1.3945,                 1.1026,                0.63407,                0.58516,                0.60448,                0.27027,                 1.9115,                 1.4344,                 1.2154,              0.0019703,              0.0019703,              0.0019703
                      9,                 1.7866,                 1.3082,                 1.0986,                0.65413,                0.58881,                0.62296,                0.28052,                  1.956,                  1.418,                 1.1866,              0.0019654,              0.0019654,              0.0019654
                     10,                 1.7731,                 1.3015,                 1.0618,                0.65581,                0.63625,                0.63585,                0.29845,                 1.8156,                 1.4911,                 1.1779,              0.0019604,              0.0019604,              0.0019604
                     11,                 1.7446,                 1.2317,                 1.0515,                0.70764,                0.65085,                0.68114,                0.31096,                 1.8839,                 1.4202,                 1.2013,              0.0019555,              0.0019555,              0.0019555
                     12,                 1.7398,                 1.2224,                   1.06,                0.69687,                  0.691,                0.68832,                0.33339,                  1.839,                 1.2796,                 1.1785,              0.0019505,              0.0019505,              0.0019505
                     13,                 1.7325,                 1.2035,                 1.0589,                0.72618,                0.63882,                0.70962,                0.35421,                 1.7958,                 1.2836,                 1.1773,              0.0019456,              0.0019456,              0.0019456
                     14,                 1.7376,                 1.1844,                 1.0477,                0.70802,                0.70798,                0.72693,                0.34344,                 1.7749,                 1.2136,                 1.1408,              0.0019406,              0.0019406,              0.0019406
                     15,                 1.7267,                 1.2095,                 1.0711,                0.59248,                 0.6472,                0.61682,                0.29422,                 1.8022,                 1.5589,                 1.1734,              0.0019357,              0.0019357,              0.0019357
                     16,                 1.7064,                 1.1887,                 1.0521,                0.65315,                 0.6983,                0.68207,                0.35155,                 1.7585,                 1.2706,                 1.1509,              0.0019307,              0.0019307,              0.0019307
                     17,                 1.6781,                 1.1426,                 1.0477,                0.71661,                  0.686,                0.72243,                0.35079,                 1.7752,                 1.1964,                 1.1543,              0.0019258,              0.0019258,              0.0019258
                     18,                 1.7166,                  1.192,                 1.0645,                0.61949,                0.66667,                0.64188,                0.32048,                 1.7856,                  1.278,                  1.161,              0.0019208,              0.0019208,              0.0019208
                     19,                  1.741,                 1.1269,                 1.0658,                0.68711,                0.73358,                0.73264,                 0.3528,                 1.8306,                 1.2614,                 1.1661,              0.0019159,              0.0019159,              0.0019159
                     20,                 1.7091,                 1.1249,                 1.0412,                0.72276,                0.67554,                0.70491,                0.35333,                  1.786,                 1.2955,                 1.1712,              0.0019109,              0.0019109,              0.0019109
                     21,                 1.7064,                 1.1689,                 1.0349,                0.69222,                 0.6399,                0.66119,                0.32186,                 1.8525,                 1.3144,                 1.1909,               0.001906,               0.001906,               0.001906
                     22,                 1.6663,                 1.1433,                 1.0318,                  0.727,                0.67518,                0.73286,                0.38793,                 1.7206,                 1.2189,                 1.1573,               0.001901,               0.001901,               0.001901
                     23,                 1.6995,                 1.1038,                 1.0386,                0.66867,                0.67025,                0.70532,                 0.3268,                 1.8264,                 1.2831,                 1.1623,              0.0018961,              0.0018961,              0.0018961
                     24,                 1.6759,                  1.126,                  1.032,                0.69011,                0.68001,                0.71265,                0.36001,                 1.7663,                 1.2186,                  1.157,              0.0018911,              0.0018911,              0.0018911
                     25,                 1.6449,                  1.129,                 1.0321,                0.71716,                0.71565,                0.74855,                0.38967,                 1.7134,                 1.1079,                  1.137,              0.0018862,              0.0018862,              0.0018862
                     26,                 1.6365,                  1.066,                  1.044,                0.68005,                0.75761,                0.74522,                0.39612,                 1.6896,                 1.2005,                 1.1313,              0.0018812,              0.0018812,              0.0018812
                     27,                 1.6834,                 1.1569,                 1.0281,                 0.7082,                0.70438,                0.72024,                0.37714,                 1.7175,                 1.2527,                 1.1397,              0.0018763,              0.0018763,              0.0018763
                     28,                 1.6479,                 1.0849,                 1.0402,                0.76718,                0.63869,                0.73807,                0.36467,                 1.7327,                 1.1728,                 1.1333,              0.0018713,              0.0018713,              0.0018713
                     29,                 1.6363,                 1.0564,                 1.0354,                0.71518,                0.71786,                0.74047,                0.37612,                 1.7361,                 1.1805,                 1.1446,              0.0018663,              0.0018663,              0.0018663
                     30,                 1.6428,                 1.0741,                 1.0292,                0.74706,                0.70681,                0.75165,                0.39706,                 1.6727,                 1.1378,                 1.1175,              0.0018614,              0.0018614,              0.0018614
                     31,                 1.6981,                 1.1098,                 1.0191,                0.66933,                0.66058,                0.68935,                0.34771,                 1.7671,                 1.6102,                 1.1589,              0.0018564,              0.0018564,              0.0018564
                     32,                 1.6475,                 1.1261,                 1.0394,                0.72755,                0.72628,                0.74103,                0.38127,                 1.7191,                 1.1926,                  1.127,              0.0018515,              0.0018515,              0.0018515
                     33,                 1.6449,                 1.0765,                 1.0353,                0.72562,                0.70459,                0.73114,                0.38029,                 1.7453,                 1.2375,                 1.1486,              0.0018465,              0.0018465,              0.0018465
                     34,                 1.6368,                 1.1252,                 1.0425,                0.73571,                0.66302,                0.72574,                0.37568,                  1.724,                 1.2344,                 1.1261,              0.0018416,              0.0018416,              0.0018416
                     35,                 1.5979,                 1.0608,                0.99588,                0.79684,                0.69708,                0.75422,                0.39657,                 1.6963,                 1.1803,                 1.1332,              0.0018367,              0.0018367,              0.0018367
                     36,                 1.6322,                 1.0695,                 1.0442,                 0.7538,                0.73004,                0.76943,                0.40313,                 1.6888,                 1.1302,                 1.1292,              0.0018317,              0.0018317,              0.0018317
                     37,                 1.6345,                 1.0584,                  1.017,                0.74148,                0.70073,                0.74953,                 0.3868,                 1.7808,                  1.166,                 1.1734,              0.0018267,              0.0018267,              0.0018267
