                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                 1.5555,                 1.6535,                 1.3855,                0.81459,                0.70144,                0.77843,                0.45866,                 1.5742,                 1.2547,                 1.6725,                0.00604,                0.00604,                0.00604
                     43,                 1.5636,                 1.6401,                 1.4076,                0.81367,                0.69502,                0.77674,                0.46182,                 1.5505,                 1.2453,                 1.6535,               0.005941,               0.005941,               0.005941
                     44,                 1.5565,                 1.6201,                 1.3892,                0.81943,                0.71108,                0.78856,                 0.4712,                   1.57,                 1.2688,                 1.6506,               0.005842,               0.005842,               0.005842
                     45,                 1.5407,                  1.577,                 1.3934,                0.81023,                0.70465,                0.78862,                0.46197,                 1.5651,                 1.2643,                 1.6574,               0.005743,               0.005743,               0.005743
                     46,                 1.5286,                 1.5608,                 1.3818,                0.77752,                0.73487,                0.78947,                0.46928,                 1.5854,                 1.1941,                 1.6775,               0.005644,               0.005644,               0.005644
                     47,                 1.5362,                 1.6043,                 1.3773,                0.85025,                0.70144,                0.79543,                0.48418,                 1.5611,                   1.21,                 1.6639,               0.005545,               0.005545,               0.005545
                     48,                 1.5192,                 1.5594,                 1.3804,                0.82224,                0.69984,                0.79231,                0.47938,                 1.5767,                 1.2297,                 1.6715,               0.005446,               0.005446,               0.005446
                     49,                 1.5566,                 1.6072,                 1.3813,                0.83566,                0.70626,                0.79448,                0.48474,                 1.5601,                 1.2419,                 1.6533,               0.005347,               0.005347,               0.005347
                     50,                 1.5098,                 1.5561,                 1.3698,                0.77721,                0.73356,                  0.793,                0.47527,                 1.5783,                 1.2226,                 1.6586,               0.005248,               0.005248,               0.005248
                     51,                 1.5382,                 1.5838,                 1.3857,                0.82672,                0.70626,                0.79466,                0.48241,                 1.5801,                 1.2115,                 1.6869,               0.005149,               0.005149,               0.005149
                     52,                 1.5079,                 1.5475,                 1.3553,                0.79753,                0.70812,                0.79974,                0.47825,                 1.5959,                  1.203,                 1.6858,                0.00505,                0.00505,                0.00505
                     53,                 1.5319,                  1.552,                 1.3649,                0.81379,                0.70305,                0.79831,                0.48045,                 1.5878,                 1.2094,                 1.6682,               0.004951,               0.004951,               0.004951
                     54,                 1.4717,                 1.4538,                 1.3256,                0.78417,                 0.7465,                0.80717,                0.48579,                 1.5968,                 1.1859,                 1.6961,               0.004852,               0.004852,               0.004852
                     55,                 1.4915,                 1.5119,                 1.3491,                  0.781,                0.74416,                0.79785,                0.48209,                  1.568,                 1.1753,                 1.6643,               0.004753,               0.004753,               0.004753
                     56,                 1.5053,                 1.5436,                 1.3992,                0.78566,                 0.7512,                 0.8111,                0.49039,                 1.5432,                 1.1516,                  1.639,               0.004654,               0.004654,               0.004654
                     57,                 1.4882,                 1.5287,                 1.3347,                0.80557,                0.72713,                0.80498,                0.48485,                 1.5653,                 1.2122,                 1.6584,               0.004555,               0.004555,               0.004555
                     58,                 1.5122,                 1.4546,                 1.3783,                0.82846,                0.71319,                0.81067,                0.48604,                 1.5527,                 1.1833,                 1.6383,               0.004456,               0.004456,               0.004456
                     59,                  1.499,                 1.4732,                 1.3672,                0.80166,                0.74609,                0.81361,                0.49228,                 1.5268,                 1.1711,                 1.6131,               0.004357,               0.004357,               0.004357
                     60,                 1.4539,                 1.4695,                  1.336,                0.80589,                0.73971,                0.81428,                 0.4953,                 1.5523,                 1.1566,                 1.6376,               0.004258,               0.004258,               0.004258
                     61,                 1.4913,                 1.4746,                 1.3441,                0.81998,                0.73836,                0.82038,                0.49623,                 1.5679,                 1.1449,                 1.6506,               0.004159,               0.004159,               0.004159
                     62,                 1.4728,                 1.4159,                 1.3435,                0.82269,                 0.7224,                0.81515,                0.49722,                 1.5573,                 1.1484,                 1.6437,                0.00406,                0.00406,                0.00406
                     63,                 1.4538,                 1.3828,                 1.3342,                 0.8068,                0.75076,                0.81382,                0.50214,                  1.541,                 1.1346,                  1.632,               0.003961,               0.003961,               0.003961
                     64,                 1.4923,                 1.4145,                 1.3538,                0.78313,                0.75923,                0.81518,                0.49664,                 1.5338,                 1.1336,                 1.6234,               0.003862,               0.003862,               0.003862
                     65,                 1.4963,                 1.4693,                  1.357,                 0.7721,                0.76244,                0.81594,                 0.5004,                 1.5307,                 1.1282,                 1.6193,               0.003763,               0.003763,               0.003763
                     66,                 1.4874,                 1.4421,                 1.3693,                0.76305,                0.75762,                0.81486,                 0.4964,                 1.5379,                 1.1257,                 1.6215,               0.003664,               0.003664,               0.003664
                     67,                 1.4386,                 1.4131,                 1.3322,                0.77637,                0.76901,                0.81779,                0.50128,                 1.5409,                 1.1292,                 1.6348,               0.003565,               0.003565,               0.003565
                     68,                 1.4478,                 1.4914,                 1.3253,                0.78146,                0.77368,                0.82288,                0.50545,                 1.5358,                 1.1099,                 1.6294,               0.003466,               0.003466,               0.003466
                     69,                 1.4389,                 1.4266,                 1.3067,                0.78726,                0.76083,                0.82393,                0.50774,                 1.5301,                 1.0931,                 1.6269,               0.003367,               0.003367,               0.003367
                     70,                 1.4221,                 1.3446,                 1.3319,                0.78599,                0.77047,                0.82085,                0.50808,                  1.535,                 1.0852,                 1.6328,               0.003268,               0.003268,               0.003268
                     71,                 1.4292,                 1.3424,                 1.3212,                0.78234,                0.76886,                 0.8271,                0.51127,                 1.5443,                  1.086,                 1.6383,               0.003169,               0.003169,               0.003169
                     72,                 1.4501,                 1.4133,                 1.3317,                0.80399,                0.76565,                0.82925,                0.51202,                 1.5418,                 1.0788,                 1.6291,                0.00307,                0.00307,                0.00307
                     73,                 1.4198,                 1.3736,                 1.3057,                0.79035,                0.77528,                0.82929,                0.51353,                 1.5513,                 1.0785,                 1.6362,               0.002971,               0.002971,               0.002971
                     74,                 1.4374,                 1.3837,                 1.3124,                0.80801,                0.76337,                0.82855,                0.51273,                 1.5527,                 1.0794,                 1.6404,               0.002872,               0.002872,               0.002872
                     75,                 1.3682,                 1.3389,                  1.275,                0.81559,                0.76726,                0.82952,                0.51301,                 1.5547,                 1.0694,                 1.6465,               0.002773,               0.002773,               0.002773
                     76,                 1.3858,                 1.2995,                 1.2857,                0.81914,                0.77062,                0.83044,                 0.5096,                 1.5559,                 1.0571,                  1.651,               0.002674,               0.002674,               0.002674
                     77,                 1.4249,                 1.2974,                 1.3079,                0.81173,                0.77849,                 0.8313,                0.51121,                  1.555,                 1.0497,                 1.6537,               0.002575,               0.002575,               0.002575
                     78,                 1.3678,                 1.3381,                 1.2808,                0.82951,                0.76886,                0.83099,                0.50886,                 1.5587,                 1.0499,                 1.6591,               0.002476,               0.002476,               0.002476
                     79,                 1.3831,                 1.3856,                 1.2571,                 0.8218,                0.77368,                0.83213,                0.50889,                 1.5601,                 1.0565,                 1.6578,               0.002377,               0.002377,               0.002377
                     80,                 1.3926,                  1.339,                 1.2945,                 0.8362,                0.75762,                0.83118,                0.50912,                 1.5572,                 1.0578,                 1.6576,               0.002278,               0.002278,               0.002278
                     81,                 1.3549,                 1.2779,                  1.264,                0.83656,                 0.7512,                0.82796,                0.51142,                 1.5541,                 1.0641,                 1.6529,               0.002179,               0.002179,               0.002179
                     82,                 1.3913,                 1.3025,                 1.3027,                0.82048,                0.76294,                0.82867,                0.51099,                 1.5527,                 1.0682,                 1.6497,                0.00208,                0.00208,                0.00208
                     83,                  1.396,                 1.3257,                   1.29,                0.81193,                0.76565,                0.82685,                0.51032,                 1.5524,                 1.0695,                 1.6469,               0.001981,               0.001981,               0.001981
                     84,                 1.3594,                 1.2919,                 1.2571,                0.81358,                0.75602,                0.82797,                0.51226,                 1.5506,                 1.0703,                 1.6454,               0.001882,               0.001882,               0.001882
                     85,                 1.3167,                 1.1932,                  1.246,                0.81359,                0.75662,                0.82725,                0.51242,                 1.5487,                 1.0732,                 1.6429,               0.001783,               0.001783,               0.001783
                     86,                 1.3602,                 1.1915,                 1.2748,                0.80689,                0.75602,                0.82696,                0.51059,                 1.5503,                 1.0702,                 1.6435,               0.001684,               0.001684,               0.001684
                     87,                 1.3444,                 1.2559,                 1.2663,                0.82761,                0.74639,                0.82618,                0.50996,                 1.5483,                 1.0668,                 1.6432,               0.001585,               0.001585,               0.001585
                     88,                 1.3701,                 1.2841,                 1.2652,                0.82311,                0.75436,                0.82596,                0.51132,                 1.5449,                 1.0622,                 1.6418,               0.001486,               0.001486,               0.001486
                     89,                 1.3405,                 1.2344,                 1.2511,                0.82773,                0.75584,                0.82778,                0.51267,                 1.5451,                 1.0606,                 1.6423,               0.001387,               0.001387,               0.001387
                     90,                 1.3481,                 1.2182,                 1.2583,                0.82856,                0.75762,                0.82851,                0.51274,                 1.5419,                 1.0631,                   1.64,               0.001288,               0.001288,               0.001288
                     91,                 1.2068,                 1.1469,                 1.1901,                0.82897,                0.75468,                0.83015,                0.51307,                 1.5431,                 1.0547,                 1.6419,               0.001189,               0.001189,               0.001189
                     92,                 1.1846,                  1.049,                 1.1685,                0.82617,                0.75441,                0.82846,                0.51404,                 1.5415,                 1.0529,                 1.6425,                0.00109,                0.00109,                0.00109
                     93,                  1.219,                 1.0534,                 1.1881,                0.82685,                0.75441,                0.82768,                0.51386,                 1.5435,                 1.0545,                  1.645,               0.000991,               0.000991,               0.000991
                     94,                 1.1721,                 1.0805,                 1.1656,                0.82241,                0.75602,                0.82722,                0.51453,                 1.5424,                 1.0489,                 1.6448,               0.000892,               0.000892,               0.000892
                     95,                 1.2049,                  1.063,                 1.1771,                0.82572,                0.75441,                0.82908,                0.51327,                 1.5432,                 1.0492,                 1.6457,               0.000793,               0.000793,               0.000793
                     96,                 1.1811,                 1.0902,                 1.1825,                0.82801,                 0.7512,                0.82916,                0.51296,                  1.542,                 1.0494,                 1.6449,               0.000694,               0.000694,               0.000694
                     97,                 1.1348,                 1.0583,                 1.1172,                0.82603,                 0.7512,                0.82934,                0.51242,                 1.5428,                 1.0495,                 1.6459,               0.000595,               0.000595,               0.000595
                     98,                 1.1596,                 1.0263,                 1.1471,                0.82117,                0.75178,                0.82953,                0.51286,                 1.5401,                 1.0493,                 1.6448,               0.000496,               0.000496,               0.000496
                     99,                 1.1605,                 1.0385,                 1.1529,                 0.8201,                 0.7496,                0.82828,                 0.5122,                 1.5405,                 1.0472,                  1.646,               0.000397,               0.000397,               0.000397
                    100,                 1.1267,                 1.0109,                 1.1319,                0.81945,                0.75039,                0.82845,                0.51274,                 1.5413,                 1.0472,                 1.6475,               0.000298,               0.000298,               0.000298
