fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,mosaic,mixup,copy_paste
0.0,0.01179,0.00955,0.9394,0.00042,2.46971,0.81498,6.54367,0.62763,1.32336,0.01386,0.67478,0.39848,0.0,0.11228,0.57311,0.0,0.0,0.0,0.45496,0.8865,0.0,0.0
0.0,0.01164,0.01287,0.91357,0.00032,1.92451,0.91476,7.03741,0.44194,1.46146,0.01389,0.403,0.50046,0.0,0.10465,0.62728,0.0,0.0,0.0,0.37598,0.90974,0.0,0.0
0.0,0.00826,0.00694,0.97324,0.00051,2.17822,0.49672,5.91724,0.52587,1.8754,0.00792,0.66685,0.38608,0.0,0.0924,0.56062,0.0,0.0,0.0,0.43729,1.0,0.0,0.0
0.0,0.00711,0.00866,0.91912,0.0005,2.57061,0.42859,6.1434,0.65811,2.23986,0.00813,0.534,0.45418,0.0,0.084,0.5856,0.0,0.0,0.0,0.43428,0.97055,0.0,0.0
0.0,0.01221,0.00788,0.94709,0.00037,2.52192,0.69437,7.38924,0.50062,1.08661,0.01926,0.75651,0.31929,0.0,0.13857,0.37347,0.0,0.0,0.0,0.44207,1.0,0.0,0.0
0.0,0.00863,0.01287,0.9034,0.00033,1.42503,0.95,7.03741,0.44194,1.66255,0.01304,0.61871,0.61887,0.0,0.09763,0.62728,0.0,0.0,0.0,0.43166,1.0,0.0,0.0
0.0,0.01062,0.01037,0.94283,0.00071,3.73508,0.8,7.24175,0.38245,1.80287,0.01839,0.68513,0.31615,0.0,0.1,0.35796,0.0,0.0,0.0,0.49057,1.0,0.0,0.0
0.0,0.00846,0.00714,0.98,0.00051,2.44521,0.46623,6.09179,0.52443,1.81308,0.00807,0.66685,0.4102,0.0,0.09301,0.51837,0.0,0.0,0.0,0.45258,1.0,0.0,0.0
0.0,0.01183,0.00788,0.94956,0.00033,2.75679,0.69437,7.31104,0.52948,1.3012,0.01713,0.81499,0.32821,0.0,0.13577,0.44353,0.0,0.0,0.0,0.43917,1.0,0.0,0.0
0.0,0.01004,0.00733,0.93897,0.0004,2.83287,0.87811,8.53657,0.52098,1.6167,0.01441,0.67507,0.39811,0.0,0.09782,0.47177,0.0,0.0,0.0,0.48307,1.0,0.0,0.0
0.0,0.00711,0.00762,0.96212,0.0005,2.42874,0.4455,6.21052,0.5068,1.86548,0.00826,0.67923,0.40163,0.0,0.10593,0.50115,0.0,0.0,0.0,0.43194,1.0,0.0,0.0
0.0,0.0104,0.00739,0.93172,0.00031,2.48172,0.78007,7.70659,0.49952,1.74873,0.02313,0.46598,0.43819,0.0,0.1227,0.2834,0.0,0.0,0.0,0.4352,0.79243,0.0,0.0
0.0,0.0097,0.00919,0.87149,0.00033,2.73509,0.95,6.83143,0.42095,2.4559,0.01693,0.49771,0.42915,0.0,0.13624,0.36297,0.0,0.0,0.0,0.4352,0.92643,0.0,0.0
0.0,0.01007,0.00829,0.93261,0.00035,2.43337,0.95,7.61478,0.50062,1.80742,0.01965,0.46845,0.43603,0.0,0.12692,0.33804,0.0,0.0,0.0,0.4222,0.74482,0.0,0.0
0.0,0.01257,0.01058,0.97733,0.00042,2.07347,0.8835,7.07074,0.5873,1.5611,0.01458,0.4134,0.38176,0.0,0.1174,0.58335,0.0,0.0,0.0,0.39459,0.89745,0.0,0.0
0.0,0.0091,0.00961,0.93916,0.00036,2.1276,0.702,7.74421,0.4415,1.24217,0.01709,0.73483,0.34892,0.0,0.10128,0.50086,0.0,0.0,0.0,0.49423,1.0,0.0,0.0
0.0,0.01185,0.00989,0.9394,0.00046,2.39251,0.74797,5.72195,0.59855,1.38281,0.01386,0.67478,0.39848,0.0,0.11398,0.59063,0.0,0.0,0.0,0.49514,0.84779,0.0,0.0
0.0,0.00604,0.0081,0.97324,0.00041,2.72513,0.47604,8.21213,0.52252,2.47419,0.00774,0.70709,0.41641,0.0,0.09532,0.49829,0.0,0.0,0.0,0.44513,0.97055,0.0,0.0
0.0,0.01265,0.01129,0.8506,0.00033,1.97759,0.91476,7.95908,0.44194,0.97921,0.01559,0.49476,0.71819,0.0,0.10848,0.59085,0.0,0.0,0.0,0.32255,0.69169,0.0,0.0
0.0,0.01,0.00928,0.9558,0.0005,2.8287,0.75968,6.5208,0.458,1.63193,0.01614,0.67166,0.39951,0.0,0.10396,0.49475,0.0,0.0,0.0,0.5,0.97482,0.0,0.0
0.0,0.00955,0.01172,0.937,0.00057,3.36771,0.82684,8.67796,0.53031,2.08331,0.01397,0.74756,0.39411,0.0,0.12009,0.46583,0.0,0.0,0.0,0.56295,0.96726,0.0,0.0
0.0,0.01,0.01041,0.92588,0.00045,3.0,0.7945,7.32359,0.4558,1.39797,0.015,0.66619,0.39344,0.0,0.1,0.48524,0.0,0.0,0.0,0.5,1.0,0.0,0.0
0.0,0.01206,0.01117,0.92902,0.00042,2.78362,0.81498,6.54367,0.64803,1.32336,0.012,0.74738,0.39848,0.0,0.10439,0.60203,0.0,0.0,0.0,0.50881,0.83691,0.0,0.0
0.0,0.01201,0.00955,0.91677,0.00042,2.16068,0.66103,7.23579,0.65161,0.94906,0.01386,0.76832,0.50986,0.0,0.12583,0.50548,0.0,0.0,0.0,0.43136,0.8865,0.0,0.0
0.0,0.01063,0.01054,0.937,0.0005,2.424,0.8,6.51056,0.5,1.5,0.0164,0.74186,0.39206,0.0,0.10119,0.5,0.0,0.0,0.0,0.42117,1.0,0.0,0.0
0.0,0.00693,0.00866,0.91912,0.0005,2.55153,0.42095,6.13282,0.65755,2.23986,0.00824,0.534,0.45418,0.0,0.0824,0.57817,0.0,0.0,0.0,0.43686,0.97055,0.0,0.0
0.0,0.00984,0.00961,0.94804,0.00054,2.59832,0.83257,6.78322,0.5,1.5,0.015,0.65096,0.4,0.0,0.10059,0.53555,0.0,0.0,0.0,0.44349,1.0,0.0,0.0
0.0,0.00847,0.01272,0.89799,0.0003,1.59303,0.90862,6.98335,0.446,1.66255,0.01304,0.61539,0.61887,0.0,0.09177,0.6359,0.0,0.0,0.0,0.4347,1.0,0.0,0.0
0.0,0.00863,0.0131,0.91916,0.00035,1.39331,0.92695,7.16029,0.44521,1.63788,0.01248,0.60571,0.66751,0.0,0.08771,0.59872,0.0,0.0,0.0,0.43027,0.98592,0.0,0.0
0.0,0.0083,0.01269,0.90028,0.00034,1.46634,0.92047,6.91187,0.44127,1.6636,0.01304,0.62371,0.63254,0.0,0.10125,0.62728,0.0,0.0,0.0,0.42928,1.0,0.0,0.0
0.0,0.01101,0.01088,0.97938,0.00086,4.04958,0.81395,7.2643,0.3815,1.62098,0.0156,0.7176,0.38785,0.0,0.11674,0.35796,0.0,0.0,0.0,0.52496,0.97111,0.0,0.0
0.0,0.01276,0.00668,0.97803,0.00037,2.52192,0.69803,7.38924,0.57777,1.02116,0.01987,0.76208,0.32986,0.0,0.13857,0.37347,0.0,0.0,0.0,0.4459,1.0,0.0,0.0
0.0,0.01183,0.00788,0.92868,0.00035,2.5706,0.70968,7.73693,0.52693,1.3012,0.01713,0.79502,0.33719,0.0,0.13804,0.42719,0.0,0.0,0.0,0.41945,1.0,0.0,0.0
0.0,0.00846,0.00896,0.98,0.00051,2.49203,0.36612,6.09179,0.5898,2.09809,0.00797,0.48955,0.38961,0.0,0.09439,0.59354,0.0,0.0,0.0,0.51042,1.0,0.0,0.0
0.0,0.01002,0.01,0.93949,0.0005,3.0968,0.79559,7.5,0.51027,1.49625,0.01514,0.69139,0.4,0.0,0.10057,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0
0.0,0.01137,0.00967,0.937,0.00048,3.0,0.80947,7.87013,0.44852,1.46206,0.01625,0.6448,0.43906,0.0,0.10494,0.48462,0.0,0.0,0.0,0.51697,1.0,0.0,0.0
0.0,0.00679,0.00627,0.90222,0.00049,2.29276,0.46135,5.97602,0.53288,1.87605,0.00738,0.6764,0.40579,0.0,0.10593,0.50078,0.0,0.0,0.0,0.45254,1.0,0.0,0.0
0.0,0.00923,0.01037,0.98,0.0005,3.2345,0.74077,6.88664,0.54312,1.82789,0.015,0.65355,0.36998,0.0,0.08786,0.55984,0.0,0.0,0.0,0.5144,0.98721,0.0,0.0
0.0,0.00711,0.00776,0.9706,0.0005,2.42874,0.36733,5.20401,0.52423,1.36248,0.00876,0.66671,0.40163,0.0,0.10593,0.44186,0.0,0.0,0.0,0.36055,0.67652,0.0,0.0
0.0,0.01011,0.00739,0.93172,0.00031,2.47904,0.80557,7.86831,0.49154,1.69164,0.02305,0.48696,0.44864,0.0,0.12568,0.27555,0.0,0.0,0.0,0.4403,0.83517,0.0,0.0
0.0,0.01004,0.00861,0.94604,0.0004,2.56532,0.84056,7.4285,0.49099,1.61938,0.0143,0.67507,0.44697,0.0,0.09661,0.53096,0.0,0.0,0.0,0.48307,0.90445,0.0,0.0
0.0,0.00917,0.00944,0.87149,0.00034,2.83368,0.95,7.08921,0.42095,2.12621,0.01778,0.48116,0.41321,0.0,0.13624,0.37258,0.0,0.0,0.0,0.43985,0.8911,0.0,0.0
0.0,0.00867,0.01022,0.84378,0.00025,2.71654,0.88032,6.19537,0.50143,2.26208,0.01861,0.49771,0.51803,0.0,0.12107,0.39045,0.0,0.0,0.0,0.40533,0.89671,0.0,0.0
0.0,0.01143,0.00771,0.90085,0.00036,2.29544,0.92735,7.25595,0.47365,1.82847,0.01849,0.49447,0.41403,0.0,0.12692,0.32325,0.0,0.0,0.0,0.3851,0.75268,0.0,0.0
0.0,0.00673,0.01012,0.9151,0.00054,3.0954,0.68382,6.7153,0.42906,1.43176,0.015,0.724,0.4,0.0,0.09372,0.52515,0.0,0.0,0.0,0.5,1.0,0.0,0.0
0.0,0.01012,0.01041,0.92133,0.00044,3.02815,0.84482,7.32359,0.50812,1.48649,0.0155,0.66619,0.38175,0.0,0.0992,0.48524,0.0,0.0,0.0,0.5286,0.93835,0.0,0.0
0.0,0.01151,0.00779,0.89529,0.0005,3.4414,0.8,10.33927,0.4433,1.38232,0.01281,0.72221,0.4,0.0,0.09597,0.4922,0.0,0.0,0.0,0.5,1.0,0.0,0.0
0.0,0.01,0.01,0.93701,0.0005,3.0,0.80001,7.4997,0.5,1.5,0.015,0.69998,0.4,0.0,0.1,0.5,0.0,0.0,0.0,0.50002,1.0,0.0,0.0
0.0,0.00721,0.00866,0.91912,0.00056,2.42695,0.46166,6.13282,0.63402,2.35977,0.00868,0.53491,0.51454,0.0,0.08164,0.52878,0.0,0.0,0.0,0.43686,0.96392,0.0,0.0
0.0,0.01063,0.01163,0.98,0.0005,2.424,0.87774,6.0051,0.5,1.73622,0.01642,0.48875,0.43289,0.0,0.09044,0.5,0.0,0.0,0.0,0.42117,1.0,0.0,0.0
0.0,0.00978,0.00956,0.94726,0.00054,2.59787,0.82382,6.74336,0.49461,1.50704,0.01498,0.64838,0.39897,0.0,0.10059,0.53067,0.0,0.0,0.0,0.44051,0.99588,0.0,0.0
0.0,0.00968,0.01406,0.79765,0.00029,1.59303,0.87518,7.18914,0.52293,1.66255,0.01536,0.59146,0.64929,0.0,0.11207,0.6359,0.0,0.0,0.0,0.4539,1.0,0.0,0.0
0.0,0.01089,0.01144,0.91513,0.00055,2.59832,0.83257,6.92507,0.42693,1.45701,0.01525,0.43942,0.35277,0.0,0.10059,0.4981,0.0,0.0,0.0,0.44349,0.95215,0.0,0.0
0.0,0.0083,0.01288,0.89525,0.00039,1.46634,0.95,7.24579,0.49194,1.57781,0.01263,0.60974,0.66062,0.0,0.10125,0.68308,0.0,0.0,0.0,0.38934,1.0,0.0,0.0
0.0,0.01,0.01356,0.89623,0.00069,3.0274,0.89096,5.98834,0.46075,1.5,0.01463,0.7,0.4,0.0,0.0858,0.4161,0.0,0.0,0.0,0.45822,1.0,0.0,0.0
0.0,0.01101,0.01088,0.97508,0.00082,3.88418,0.75955,8.30744,0.41209,1.50535,0.01342,0.65039,0.39756,0.0,0.11674,0.34141,0.0,0.0,0.0,0.52613,0.99043,0.0,0.0
0.0,0.01132,0.01148,0.98,0.00099,3.28062,0.87633,7.15443,0.39707,1.62098,0.01453,0.72889,0.36318,0.0,0.11674,0.32605,0.0,0.0,0.0,0.50089,0.96799,0.0,0.0
0.0,0.01091,0.01088,0.9661,0.00084,3.90349,0.81104,7.16819,0.36785,1.58185,0.01595,0.70249,0.37599,0.0,0.1117,0.35042,0.0,0.0,0.0,0.55412,0.97111,0.0,0.0
0.0,0.00694,0.00896,0.9009,0.00054,2.49203,0.298,5.68874,0.7284,1.48762,0.00833,0.72593,0.38961,0.0,0.07719,0.59505,0.0,0.0,0.0,0.52671,0.96977,0.0,0.0
0.0,0.01327,0.00668,0.96377,0.00037,2.35015,0.6305,7.89015,0.60096,0.96565,0.02074,0.64336,0.31786,0.0,0.14585,0.32833,0.0,0.0,0.0,0.49993,0.98766,0.0,0.0
0.0,0.01184,0.0082,0.93539,0.00034,2.5706,0.71051,7.72577,0.54301,1.3012,0.01767,0.78656,0.33951,0.0,0.14278,0.42327,0.0,0.0,0.0,0.42908,1.0,0.0,0.0
0.0,0.00772,0.01104,0.91004,0.0004,1.70454,0.91802,6.80327,0.70713,1.89204,0.01421,0.58957,0.4,0.0,0.08655,0.65002,0.0,0.0,0.0,0.26462,1.0,0.0,0.0
0.0,0.00972,0.01007,0.94757,0.00049,3.23337,0.79559,7.24709,0.45137,1.30027,0.01398,0.53049,0.35888,0.0,0.09794,0.4067,0.0,0.0,0.0,0.4564,1.0,0.0,0.0
0.0,0.01,0.00825,0.88241,0.0005,3.0,0.7098,8.08653,0.62394,1.69691,0.015,0.7,0.45012,0.0,0.11237,0.51437,0.0,0.0,0.0,0.59376,0.97217,0.0,0.0
0.0,0.00717,0.00543,0.84563,0.00049,1.8762,0.41488,6.36574,0.50629,1.92581,0.00775,0.6764,0.40355,0.0,0.10524,0.49495,0.0,0.0,0.0,0.41401,0.94311,0.0,0.0
0.0,0.0092,0.01034,0.98,0.0005,3.24152,0.73221,6.86945,0.53983,1.82789,0.015,0.65355,0.37019,0.0,0.08749,0.55882,0.0,0.0,0.0,0.51403,0.99734,0.0,0.0
0.0,0.01007,0.00739,0.91255,0.00031,2.47441,0.84192,7.2486,0.45324,1.64405,0.02389,0.47369,0.46377,0.0,0.1372,0.265,0.0,0.0,0.0,0.46576,0.86692,0.0,0.0
0.0,0.01042,0.00739,0.93465,0.0003,2.47904,0.87389,7.49691,0.50688,1.69164,0.02208,0.48058,0.42692,0.0,0.1285,0.27494,0.0,0.0,0.0,0.4403,0.83517,0.0,0.0
0.0,0.00652,0.00776,0.9615,0.0005,2.18026,0.4015,5.02987,0.49243,1.36248,0.00835,0.68223,0.40777,0.0,0.10593,0.53574,0.0,0.0,0.0,0.38335,0.71848,0.0,0.0
0.0,0.00917,0.0103,0.87149,0.00028,3.30942,0.95,7.08921,0.43475,2.42501,0.01175,0.41186,0.43418,0.0,0.12372,0.37258,0.0,0.0,0.0,0.43985,0.81213,0.0,0.0
0.0,0.01004,0.00861,0.93672,0.0004,2.56532,0.84397,7.83619,0.48,1.5618,0.01343,0.69023,0.44376,0.0,0.10164,0.52522,0.0,0.0,0.0,0.4725,0.90517,0.0,0.0
0.0,0.00993,0.01026,0.92812,0.00031,2.49017,0.84056,8.0948,0.47117,1.33464,0.0143,0.55378,0.40875,0.0,0.09661,0.53096,0.0,0.0,0.0,0.48307,1.0,0.0,0.0
0.0,0.00673,0.00995,0.9151,0.00055,3.05665,0.67749,6.16409,0.42906,1.45873,0.01501,0.70321,0.39601,0.0,0.09368,0.52515,0.0,0.0,0.0,0.50215,1.0,0.0,0.0
0.0,0.0096,0.0114,0.92133,0.00045,3.31525,0.80746,7.42364,0.49214,1.423,0.01568,0.68262,0.36827,0.0,0.1064,0.45521,0.0,0.0,0.0,0.5286,0.98831,0.0,0.0
0.0,0.0085,0.00943,0.85778,0.00054,4.07548,0.84482,5.14633,0.50812,1.48649,0.01605,0.76885,0.38175,0.0,0.08018,0.45131,0.0,0.0,0.0,0.53195,0.72052,0.0,0.0
0.0,0.01095,0.0099,0.94195,0.00044,2.91825,0.84482,7.4168,0.53287,1.45731,0.01593,0.61675,0.33819,0.0,0.0963,0.49505,0.0,0.0,0.0,0.5286,0.99069,0.0,0.0
0.0,0.00995,0.00962,0.95066,0.0005,2.88222,0.8053,7.4997,0.51401,1.49056,0.01502,0.69998,0.39729,0.0,0.1031,0.51387,0.0,0.0,0.0,0.51146,1.0,0.0,0.0
0.0,0.00881,0.00993,0.93353,0.00036,2.75711,0.74218,7.32359,0.40346,1.59857,0.00798,0.81435,0.38175,0.0,0.08969,0.44524,0.0,0.0,0.0,0.32747,1.0,0.0,0.0
0.0,0.00657,0.01062,0.91912,0.00059,2.42695,0.46166,7.17553,0.63402,2.18888,0.00868,0.53491,0.54869,0.0,0.09975,0.52878,0.0,0.0,0.0,0.4861,1.0,0.0,0.0
0.0,0.01185,0.00627,0.92191,0.00048,3.84588,0.94484,10.33927,0.39709,1.60654,0.0128,0.69702,0.46463,0.0,0.11212,0.53798,0.0,0.0,0.0,0.39844,1.0,0.0,0.0
0.0,0.00889,0.00933,0.92632,0.00054,3.0,0.85005,5.92248,0.5,1.66885,0.01493,0.9,0.46022,0.0,0.08868,0.54957,0.0,0.0,0.0,0.47448,1.0,0.0,0.0
0.0,0.00952,0.00866,0.81068,0.00061,2.01155,0.4489,4.23789,0.60062,2.20928,0.01127,0.52757,0.55537,0.0,0.08946,0.61463,0.0,0.0,0.0,0.42438,1.0,0.0,0.0
0.0,0.01,0.0099,0.94023,0.00051,2.98356,0.8,7.5,0.50111,1.49884,0.01489,0.6867,0.40345,0.0,0.10098,0.5,0.0,0.0,0.0,0.49899,1.0,0.0,0.0
0.0,0.0099,0.01163,0.98,0.00061,2.20627,0.85077,5.45207,0.5058,1.57283,0.01756,0.51057,0.37181,0.0,0.09044,0.53871,0.0,0.0,0.0,0.41831,1.0,0.0,0.0
0.0,0.00843,0.01406,0.83252,0.00025,1.8112,0.87518,6.4617,0.52293,1.91223,0.01312,0.69752,0.55522,0.0,0.10609,0.6359,0.0,0.0,0.0,0.35202,1.0,0.0,0.0
0.0,0.01029,0.01356,0.89623,0.00069,3.04518,0.93195,6.01828,0.47018,1.5,0.01478,0.67266,0.38378,0.0,0.08838,0.41596,0.0,0.0,0.0,0.46145,1.0,0.0,0.0
0.0,0.01,0.00995,0.93842,0.0005,2.96535,0.79971,7.5,0.49777,1.49639,0.01484,0.7092,0.40301,0.0,0.10022,0.49982,0.0,0.0,0.0,0.50083,1.0,0.0,0.0
0.0,0.01353,0.01097,0.93883,0.0005,3.03315,0.81397,7.54438,0.53172,1.52696,0.01317,0.7,0.4,0.0,0.10129,0.47697,0.0,0.0,0.0,0.48291,1.0,0.0,0.0
0.0,0.01063,0.01088,0.93179,0.00079,4.41691,0.83632,7.87763,0.34104,1.62118,0.01335,0.6499,0.41721,0.0,0.10559,0.31871,0.0,0.0,0.0,0.54693,0.89603,0.0,0.0
0.0,0.01093,0.01443,0.8513,0.00081,2.61567,0.79195,5.98834,0.46075,1.40381,0.01463,0.60574,0.4,0.0,0.10719,0.34776,0.0,0.0,0.0,0.5006,0.88118,0.0,0.0
0.0,0.01117,0.01111,0.9661,0.00085,3.90349,0.80083,7.16819,0.36734,1.54651,0.01567,0.66773,0.37026,0.0,0.11259,0.35819,0.0,0.0,0.0,0.57549,0.97958,0.0,0.0
0.0,0.0111,0.01088,0.97985,0.00082,3.86532,0.75477,8.30744,0.41209,1.54094,0.01342,0.65269,0.40353,0.0,0.1171,0.34141,0.0,0.0,0.0,0.5363,0.9903,0.0,0.0
0.0,0.00759,0.00824,0.937,0.00049,3.08207,0.8,7.5,0.47449,1.62478,0.01099,0.8077,0.42313,0.0,0.1,0.57717,0.0,0.0,0.0,0.53927,0.91959,0.0,0.0
0.0,0.01071,0.00809,0.96079,0.00034,2.21897,0.82292,7.27899,0.4862,1.14306,0.01767,0.846,0.37595,0.0,0.1581,0.52331,0.0,0.0,0.0,0.4628,1.0,0.0,0.0
0.0,0.00714,0.01104,0.89155,0.0004,1.45017,0.84726,6.03276,0.71229,1.8536,0.01403,0.46126,0.4,0.0,0.08505,0.66211,0.0,0.0,0.0,0.25937,1.0,0.0,0.0
0.0,0.01184,0.00768,0.912,0.00035,2.42674,0.71051,8.30948,0.50926,1.2814,0.01767,0.82143,0.34634,0.0,0.14278,0.38984,0.0,0.0,0.0,0.36913,0.96378,0.0,0.0
0.0,0.00727,0.01184,0.91004,0.0004,1.44468,0.88259,6.80327,0.70713,2.14906,0.01486,0.54124,0.40576,0.0,0.08655,0.6014,0.0,0.0,0.0,0.24122,1.0,0.0,0.0
0.0,0.00808,0.00981,0.90638,0.00035,1.60409,0.95,6.15755,0.67026,1.89204,0.01621,0.58957,0.33591,0.0,0.08091,0.58247,0.0,0.0,0.0,0.23096,0.99111,0.0,0.0
0.0,0.01,0.00832,0.88241,0.00053,2.95402,0.72715,8.08653,0.61064,1.69108,0.0151,0.73577,0.44598,0.0,0.11191,0.51437,0.0,0.0,0.0,0.59376,0.92129,0.0,0.0
0.0,0.01016,0.00903,0.88263,0.0005,3.08802,0.67647,7.97313,0.63981,1.69076,0.01387,0.7,0.4697,0.0,0.1204,0.50121,0.0,0.0,0.0,0.59376,0.9264,0.0,0.0
0.0,0.00757,0.00543,0.85823,0.00051,1.97266,0.42344,6.36574,0.48465,1.8216,0.00775,0.65956,0.40355,0.0,0.10707,0.49495,0.0,0.0,0.0,0.41653,1.0,0.0,0.0
0.0,0.00714,0.00567,0.85507,0.0005,1.79213,0.42521,6.36574,0.51922,1.92566,0.00768,0.6764,0.40416,0.0,0.10713,0.50364,0.0,0.0,0.0,0.41401,0.94311,0.0,0.0
