                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                 1.5589,                 1.0084,                0.99062,                0.72323,                0.70803,                0.73389,                0.36687,                 1.7312,                 1.2038,                 1.1203,              0.0016535,              0.0016535,              0.0016535
                     73,                 1.5351,                0.97704,                0.99756,                0.76975,                0.74088,                0.78555,                0.41734,                 1.6542,                 1.0515,                 1.1128,              0.0016485,              0.0016485,              0.0016485
                     74,                 1.5439,                 1.0196,                  1.021,                 0.7515,                0.75419,                 0.7863,                0.42741,                 1.6321,                 1.0311,                 1.1006,              0.0016436,              0.0016436,              0.0016436
                     75,                 1.5201,                  1.004,                0.98563,                0.71828,                0.76642,                 0.7801,                0.41706,                 1.6534,                 1.0765,                 1.1138,              0.0016386,              0.0016386,              0.0016386
                     76,                 1.5292,                 1.0039,                0.99664,                0.75078,                0.72749,                0.77664,                0.40838,                  1.676,                 1.0445,                 1.1848,              0.0016337,              0.0016337,              0.0016337
                     77,                 1.5151,                0.96338,                0.98326,                0.72272,                0.71898,                0.74885,                0.38976,                 1.7249,                 1.1704,                 1.2211,              0.0016287,              0.0016287,              0.0016287
                     78,                 1.5543,                0.95883,                0.99989,                0.72923,                0.67883,                0.73479,                0.37435,                 1.7789,                 1.1619,                    1.2,              0.0016238,              0.0016238,              0.0016238
                     79,                 1.5272,                0.97242,                0.98174,                 0.7214,                0.77129,                0.77868,                0.41458,                 1.6737,                  1.093,                 1.1268,              0.0016189,              0.0016189,              0.0016189
                     80,                 1.5457,                0.96775,                0.99493,                0.73108,                0.73844,                0.76648,                0.41227,                 1.6855,                 1.0861,                 1.1464,              0.0016139,              0.0016139,              0.0016139
                     81,                 1.5142,                0.94018,                0.97314,                0.79237,                0.71033,                0.77224,                0.41834,                 1.6819,                 1.1288,                 1.1528,              0.0016089,              0.0016089,              0.0016089
                     82,                 1.5491,                0.96624,                 1.0023,                0.75232,                0.74088,                0.78225,                 0.4089,                  1.674,                  1.092,                 1.1209,               0.001604,               0.001604,               0.001604
                     83,                 1.4865,                0.91823,                0.98329,                0.75611,                0.73544,                0.77834,                0.40533,                 1.7021,                  1.038,                 1.1399,              0.0015991,              0.0015991,              0.0015991
                     84,                  1.545,                0.98837,                0.99304,                0.74039,                0.73552,                0.78354,                0.41443,                 1.6646,                 1.0836,                 1.1214,              0.0015941,              0.0015941,              0.0015941
                     85,                 1.5296,                0.93691,                 1.0085,                0.72795,                0.74209,                 0.7762,                0.41304,                 1.6645,                 1.0588,                 1.1214,              0.0015892,              0.0015892,              0.0015892
                     86,                 1.5313,                 0.9576,                0.98044,                0.77194,                0.72871,                0.78086,                0.41733,                 1.6744,                 1.0509,                 1.1144,              0.0015842,              0.0015842,              0.0015842
                     87,                 1.5237,                0.93773,                0.98628,                0.73952,                0.75669,                0.78959,                0.42838,                 1.6806,                 1.0095,                 1.1525,              0.0015793,              0.0015793,              0.0015793
